position_lat,distance,enhanced_altitude,timestamp,position_long,speed,altitude,power,cadence
-11.6382819414139,0.24,3.39999999999998,2023-03-14T16:01:18Z,166.94895029068,0.943,3.39999999999998,150,85
-11.6382671892643,2,3.39999999999998,2023-03-14T16:01:19Z,166.94895029068,2.287,3.39999999999998,150,85
-11.6382430493832,4.7,3.39999999999998,2023-03-14T16:01:20Z,166.948961019516,3.104,3.39999999999998,150,85
-11.638213545084,8.15,3.19999999999999,2023-03-14T16:01:21Z,166.948961019516,3.771,3.19999999999999,150,85
-11.6381773352623,12.22,3.19999999999999,2023-03-14T16:01:22Z,166.948982477188,4.344,3.19999999999999,150,85
-11.6381371021271,16.88,3.19999999999999,2023-03-14T16:01:23Z,166.948993206024,4.857,3.19999999999999,150,85
-11.6380928456783,21.97,3,2023-03-14T16:01:24Z,166.948993206024,5.313,3,150,85
-11.6380459070206,27.49,3,2023-03-14T16:01:25Z,166.949025392532,5.728,3,150,85
-11.6379949450493,33.39,2.80000000000001,2023-03-14T16:01:26Z,166.949036121368,6.105,2.80000000000001,150,85
-11.637941300869,39.67,2.60000000000002,2023-03-14T16:01:27Z,166.949057579041,6.454,2.60000000000002,150,85
-11.6378849744797,46.31,2.60000000000002,2023-03-14T16:01:28Z,166.949068307877,6.775,2.60000000000002,150,85
-11.6378259658813,53.28,2.39999999999998,2023-03-14T16:01:29Z,166.949100494385,7.071,2.39999999999998,150,85
-11.6377656161785,60.49,2.39999999999998,2023-03-14T16:01:30Z,166.949111223221,7.341,2.39999999999998,150,85
-11.6377039253712,67.84,2.19999999999999,2023-03-14T16:01:31Z,166.949143409729,7.585,2.19999999999999,150,85
-11.6376395523548,75.58,2,2023-03-14T16:01:32Z,166.949175596237,7.811,2,150,85
-11.6375738382339,83.56,2,2023-03-14T16:01:33Z,166.949207782745,8.017,2,150,85
-11.6375067830086,91.7,1.80000000000001,2023-03-14T16:01:34Z,166.949239969254,8.201,1.80000000000001,150,85
-11.6374397277832,99.9,1.80000000000001,2023-03-14T16:01:35Z,166.949272155762,8.363,1.80000000000001,150,85
-11.6373726725578,108.38,1.60000000000002,2023-03-14T16:01:36Z,166.94930434227,8.507,1.60000000000002,150,85
-11.6373056173325,116.95,1.60000000000002,2023-03-14T16:01:37Z,166.949347257614,8.628,1.60000000000002,150,85
-11.6372385621071,125.56,1.39999999999998,2023-03-14T16:01:38Z,166.949379444122,8.726,1.39999999999998,150,85
-11.6371715068817,134.35,1.39999999999998,2023-03-14T16:01:39Z,166.949422359467,8.804,1.39999999999998,150,85
-11.6371031105518,143.25,1.39999999999998,2023-03-14T16:01:40Z,166.949465274811,8.864,1.39999999999998,150,85
-11.6370360553265,152.19,1.39999999999998,2023-03-14T16:01:41Z,166.949508190155,8.906,1.39999999999998,150,85
-11.6369676589966,161.1,1.39999999999998,2023-03-14T16:01:42Z,166.949561834335,8.935,1.39999999999998,150,85
-11.6369006037712,170.02,1.19999999999999,2023-03-14T16:01:43Z,166.94960474968,8.951,1.19999999999999,150,85
-11.6368348896503,179,1.19999999999999,2023-03-14T16:01:44Z,166.949647665024,8.957,1.19999999999999,150,85
-11.6367691755295,187.91,1.19999999999999,2023-03-14T16:01:45Z,166.949690580368,8.954,1.19999999999999,150,85
-11.6367034614086,196.8,1.19999999999999,2023-03-14T16:01:46Z,166.949744224548,8.943,1.19999999999999,150,85
-11.6366377472878,205.79,1.19999999999999,2023-03-14T16:01:47Z,166.949787139893,8.927,1.19999999999999,150,85
-11.6365747153759,214.72,1.39999999999998,2023-03-14T16:01:48Z,166.949851512909,8.907,1.39999999999998,150,85
-11.6365116834641,223.58,1.39999999999998,2023-03-14T16:01:49Z,166.949894428253,8.883,1.39999999999998,150,85
-11.6364499926567,232.53,1.39999999999998,2023-03-14T16:01:50Z,166.949937343597,8.856,1.39999999999998,150,85
