position_lat,distance,enhanced_altitude,timestamp,position_long,speed,altitude,power,cadence
-11.6395157575607,0.15,7.60000000000002,2023-03-15T18:45:28Z,166.948220729828,1.008,7.60000000000002,300,85
-11.6395010054111,2.5,7.60000000000002,2023-03-15T18:45:29Z,166.948231458664,3.161,7.60000000000002,300,85
-11.6394755244255,6.3,7.39999999999998,2023-03-15T18:45:30Z,166.948263645172,4.393,7.39999999999998,300,85
-11.6394460201263,11.25,7.19999999999999,2023-03-15T18:45:31Z,166.94829583168,5.401,7.19999999999999,300,85
-11.6394098103046,17.02,7,2023-03-15T18:45:32Z,166.948317289352,6.252,7,300,85
-11.6393695771694,23.64,6.80000000000001,2023-03-15T18:45:33Z,166.948370933533,7.012,6.80000000000001,300,85
-11.6393199563026,31.09,6.60000000000002,2023-03-15T18:45:34Z,166.948413848877,7.696,6.60000000000002,300,85
-11.6392622888088,39.1,6.19999999999999,2023-03-15T18:45:35Z,166.948456764221,8.295,6.19999999999999,300,85
-11.639199256897,47.59,6,2023-03-15T18:45:36Z,166.948510408401,8.817,6,300,85
-11.6391308605671,56.61,5.80000000000001,2023-03-15T18:45:37Z,166.948553323746,9.277,5.80000000000001,300,85
-11.6390570998192,66.13,5.60000000000002,2023-03-15T18:45:38Z,166.94859623909,9.684,5.60000000000002,300,85
-11.6389793157578,76.01,5.19999999999999,2023-03-15T18:45:39Z,166.948639154434,10.041,5.19999999999999,300,85
-11.6388961672783,86.3,5,2023-03-15T18:45:40Z,166.948692798615,10.361,5,300,85
-11.6388103365898,96.85,4.80000000000001,2023-03-15T18:45:41Z,166.948714256287,10.652,4.80000000000001,300,85
-11.6387178003788,107.87,4.60000000000002,2023-03-15T18:45:42Z,166.948767900467,10.925,4.60000000000002,300,85
-11.6386279463768,118.59,4.39999999999998,2023-03-15T18:45:43Z,166.948800086975,11.161,4.39999999999998,300,85
-11.6385327279568,129.84,4,2023-03-15T18:45:44Z,166.948821544647,11.382,4,300,85
-11.6384334862232,141.44,3.80000000000001,2023-03-15T18:45:45Z,166.948875188828,11.585,3.80000000000001,300,85
-11.6383342444897,153.07,3.60000000000002,2023-03-15T18:45:46Z,166.948907375336,11.766,3.60000000000002,300,85
-11.6382350027561,164.89,3.39999999999998,2023-03-15T18:45:47Z,166.948928833008,11.928,3.39999999999998,300,85
-11.638131737709,176.93,3.19999999999999,2023-03-15T18:45:48Z,166.948982477188,12.074,3.19999999999999,300,85
-11.638028472662,189.01,2.80000000000001,2023-03-15T18:45:49Z,166.94900393486,12.202,2.80000000000001,300,85
-11.6379238665104,201.4,2.60000000000002,2023-03-15T18:45:50Z,166.949057579041,12.314,2.60000000000002,300,85
-11.6378192603588,213.63,2.39999999999998,2023-03-15T18:45:51Z,166.949089765549,12.409,2.39999999999998,300,85
-11.6377146542072,226.15,2.19999999999999,2023-03-15T18:45:52Z,166.949132680893,12.489,2.19999999999999,300,85
-11.6376087069511,238.86,2,2023-03-15T18:45:53Z,166.949175596237,12.554,2,300,85
-11.6375067830086,251.19,1.80000000000001,2023-03-15T18:45:54Z,166.949218511581,12.599,1.80000000000001,300,85
-11.637404859066,263.85,1.60000000000002,2023-03-15T18:45:55Z,166.949282884598,12.628,1.60000000000002,300,85
-11.6369797289372,318.98,1.39999999999998,2023-03-15T18:45:59Z,166.949540376663,12.522,1.39999999999998,300,85
-11.6368845105171,331.77,1.19999999999999,2023-03-15T18:46:00Z,166.94960474968,12.456,1.19999999999999,300,85
-11.6367946565151,343.96,1.19999999999999,2023-03-15T18:46:01Z,166.949669122696,12.385,1.19999999999999,300,85
-11.6367034614086,356.4,1.19999999999999,2023-03-15T18:46:02Z,166.949744224548,12.307,1.19999999999999,300,85
-11.6366149485111,368.63,1.19999999999999,2023-03-15T18:46:03Z,166.949797868729,12.226,1.19999999999999,300,85
-11.6365277767181,380.99,1.39999999999998,2023-03-15T18:46:04Z,166.949883699417,12.143,1.39999999999998,300,85
-11.6364446282387,392.89,1.39999999999998,2023-03-15T18:46:05Z,166.949937343597,12.063,1.39999999999998,300,85
-11.6363628208637,405.09,1.39999999999998,2023-03-15T18:46:06Z,166.95001244545,11.982,1.39999999999998,300,85
-11.6362863779068,416.77,1.39999999999998,2023-03-15T18:46:07Z,166.950087547302,11.909,1.39999999999998,300,85
-11.6362112760544,428.93,1.39999999999998,2023-03-15T18:46:08Z,166.950173377991,11.838,1.39999999999998,300,85
-11.63614153862,440.47,1.39999999999998,2023-03-15T18:46:09Z,166.950259208679,11.777,1.39999999999998,300,85
-11.6360758244991,452.26,1.60000000000002,2023-03-15T18:46:10Z,166.950334310532,11.722,1.60000000000002,300,85
-11.6360154747963,464.01,1.60000000000002,2023-03-15T18:46:11Z,166.950430870056,11.678,1.60000000000002,300,85
-11.6359604895115,475.58,1.60000000000002,2023-03-15T18:46:12Z,166.950516700745,11.645,1.60000000000002,300,85
-11.6359081864357,487.26,1.60000000000002,2023-03-15T18:46:13Z,166.950613260269,11.621,1.60000000000002,300,85
-11.6358585655689,498.87,1.60000000000002,2023-03-15T18:46:14Z,166.950699090958,11.6,1.60000000000002,300,85
-11.6358116269112,510.6,1.60000000000002,2023-03-15T18:46:15Z,166.950795650482,11.579,1.60000000000002,300,85
-11.6357660293579,522.07,1.60000000000002,2023-03-15T18:46:16Z,166.950881481171,11.56,1.60000000000002,300,85
-11.6357231140137,533.55,1.60000000000002,2023-03-15T18:46:17Z,166.950988769531,11.541,1.60000000000002,300,85
-11.6356828808784,545.11,1.60000000000002,2023-03-15T18:46:18Z,166.951085329056,11.524,1.60000000000002,300,85
-11.6356453299522,556.76,1.60000000000002,2023-03-15T18:46:19Z,166.951192617416,11.508,1.60000000000002,300,85
-11.635610461235,568.27,1.60000000000002,2023-03-15T18:46:20Z,166.951278448105,11.493,1.60000000000002,300,85
-11.6355796158314,579.74,1.60000000000002,2023-03-15T18:46:21Z,166.951385736465,11.479,1.60000000000002,300,85
-11.6355514526367,591.04,1.60000000000002,2023-03-15T18:46:22Z,166.95148229599,11.467,1.60000000000002,300,85
-11.6355273127556,602.69,1.60000000000002,2023-03-15T18:46:23Z,166.951589584351,11.454,1.60000000000002,300,85
-11.6355085372925,614.04,1.60000000000002,2023-03-15T18:46:24Z,166.951696872711,11.444,1.60000000000002,300,85
-11.6354951262474,625.52,1.60000000000002,2023-03-15T18:46:25Z,166.9517827034,11.433,1.60000000000002,300,85
-11.6354870796204,636.97,1.60000000000002,2023-03-15T18:46:26Z,166.95188999176,11.424,1.60000000000002,300,85
-11.6354857385159,648.23,1.60000000000002,2023-03-15T18:46:27Z,166.951997280121,11.416,1.60000000000002,300,85
-11.6354911029339,659.72,1.60000000000002,2023-03-15T18:46:28Z,166.952104568481,11.409,1.60000000000002,300,85
