position_lat,distance,enhanced_altitude,timestamp,position_long,speed,altitude,power,cadence
-11.6396968066692,0.21,8.80000000000001,2023-03-14T07:46:04Z,166.94794178009,1.201,8.80000000000001,300,85
-11.6396820545197,2.63,8.60000000000002,2023-03-14T07:46:05Z,166.947952508926,3.183,8.60000000000002,300,85
-11.639659255743,6.46,8.60000000000002,2023-03-14T07:46:06Z,166.947973966599,4.37,8.60000000000002,300,85
-11.6396324336529,11.32,8.39999999999998,2023-03-14T07:46:07Z,166.948016881943,5.318,8.39999999999998,300,85
-11.6396015882492,17.08,8.19999999999999,2023-03-14T07:46:08Z,166.948059797287,6.142,8.19999999999999,300,85
-11.6395680606365,23.65,8,2023-03-14T07:46:09Z,166.948113441467,6.882,8,300,85
-11.6395318508148,30.81,7.80000000000001,2023-03-14T07:46:10Z,166.948156356812,7.548,7.80000000000001,300,85
-11.6394916176796,38.63,7.60000000000002,2023-03-14T07:46:11Z,166.948220729828,8.166,7.60000000000002,300,85
-11.6394460201263,47.11,7.19999999999999,2023-03-14T07:46:12Z,166.948274374008,8.747,7.19999999999999,300,85
-11.639392375946,56.15,7,2023-03-14T07:46:13Z,166.948338747025,9.286,7,300,85
-11.6393306851387,65.63,6.60000000000002,2023-03-14T07:46:14Z,166.948403120041,9.773,6.60000000000002,300,85
-11.6392596065998,75.78,6.19999999999999,2023-03-14T07:46:15Z,166.948456764221,10.213,6.19999999999999,300,85
-11.6391818225384,86.16,6,2023-03-14T07:46:16Z,166.948521137238,10.585,6,300,85
-11.6391000151634,96.82,5.60000000000002,2023-03-14T07:46:17Z,166.948564052582,10.903,5.60000000000002,300,85
-11.6390141844749,107.95,5.39999999999998,2023-03-14T07:46:18Z,166.948617696762,11.179,5.39999999999998,300,85
-11.6389243304729,119.15,5.19999999999999,2023-03-14T07:46:19Z,166.948671340942,11.413,5.19999999999999,300,85
-11.6388291120529,130.83,4.80000000000001,2023-03-14T07:46:20Z,166.948714256287,11.628,4.80000000000001,300,85
-11.6387325525284,142.53,4.60000000000002,2023-03-14T07:46:21Z,166.948746442795,11.822,4.60000000000002,300,85
-11.6386319696903,154.49,4.39999999999998,2023-03-14T07:46:22Z,166.948800086975,12,4.39999999999998,300,85
-11.6385313868523,166.45,4,2023-03-14T07:46:23Z,166.948821544647,12.159,4,300,85
-11.6384254395962,178.77,3.80000000000001,2023-03-14T07:46:24Z,166.948875188828,12.303,3.80000000000001,300,85
-11.6383208334446,191.08,3.60000000000002,2023-03-14T07:46:25Z,166.948907375336,12.429,3.60000000000002,300,85
