position_lat,distance,enhanced_altitude,timestamp,position_long,speed,altitude,power,cadence
-11.6392341256142,0.17,6,2023-03-12T09:56:23Z,166.948510408401,0.967,6,225,85
-11.6392166912556,2.22,6,2023-03-12T09:56:24Z,166.948510408401,2.753,6,225,85
-11.6391898691654,5.59,6,2023-03-12T09:56:25Z,166.948521137238,3.825,6,225,85
-11.6391550004482,9.84,5.80000000000001,2023-03-12T09:56:26Z,166.948531866074,4.666,5.80000000000001,225,85
-11.639114767313,14.89,5.60000000000002,2023-03-12T09:56:27Z,166.948564052582,5.385,5.60000000000002,225,85
-11.6390705108643,20.55,5.60000000000002,2023-03-12T09:56:28Z,166.94859623909,6.005,5.60000000000002,225,85
-11.6390208899975,26.91,5.39999999999998,2023-03-12T09:56:29Z,166.948617696762,6.562,5.39999999999998,225,85
-11.6389672458172,33.72,5.19999999999999,2023-03-12T09:56:30Z,166.948639154434,7.053,5.19999999999999,225,85
-11.6389095783234,40.92,5,2023-03-12T09:56:31Z,166.948671340942,7.492,5,225,85
-11.6388465464115,48.63,4.80000000000001,2023-03-12T09:56:32Z,166.948703527451,7.9,4.80000000000001,225,85
-11.6387794911861,56.72,4.80000000000001,2023-03-12T09:56:33Z,166.948735713959,8.275,4.80000000000001,225,85
-11.6387097537518,65.15,4.60000000000002,2023-03-12T09:56:34Z,166.948767900467,8.62,4.60000000000002,225,85
-11.6386346518993,74.07,4.39999999999998,2023-03-12T09:56:35Z,166.948800086975,8.943,4.39999999999998,225,85
-11.6385582089424,83.07,4.19999999999999,2023-03-12T09:56:36Z,166.948821544647,9.232,4.19999999999999,225,85
-11.6384764015675,92.65,4,2023-03-12T09:56:37Z,166.948853731155,9.505,4,225,85
-11.638395935297,102.15,3.80000000000001,2023-03-12T09:56:38Z,166.948885917664,9.747,3.80000000000001,225,85
-11.638311445713,111.94,3.60000000000002,2023-03-12T09:56:39Z,166.948918104172,9.969,3.60000000000002,225,85
-11.6382256150246,122.03,3.39999999999998,2023-03-12T09:56:40Z,166.94895029068,10.173,3.39999999999998,225,85
-11.6381384432316,132.3,3.19999999999999,2023-03-12T09:56:41Z,166.948982477188,10.358,3.19999999999999,225,85
-11.6380499303341,142.67,3,2023-03-12T09:56:42Z,166.94900393486,10.524,3,225,85
-11.6379587352276,153.41,2.80000000000001,2023-03-12T09:56:43Z,166.949036121368,10.675,2.80000000000001,225,85
-11.6378675401211,164.18,2.60000000000002,2023-03-12T09:56:44Z,166.949068307877,10.808,2.60000000000002,225,85
-11.6377763450146,174.97,2.39999999999998,2023-03-12T09:56:45Z,166.949111223221,10.923,2.39999999999998,225,85
-11.6376838088036,186.04,2.19999999999999,2023-03-12T09:56:46Z,166.949143409729,11.023,2.19999999999999,225,85
-11.6375912725925,197.04,2,2023-03-12T09:56:47Z,166.949197053909,11.106,2,225,85
-11.637500077486,208.2,1.80000000000001,2023-03-12T09:56:48Z,166.949218511581,11.173,1.80000000000001,225,85
-11.637410223484,219.3,1.80000000000001,2023-03-12T09:56:49Z,166.949272155762,11.221,1.80000000000001,225,85
-11.6373217105865,230.56,1.60000000000002,2023-03-12T09:56:50Z,166.949325799942,11.252,1.60000000000002,225,85
-11.6372358798981,241.76,1.39999999999998,2023-03-12T09:56:51Z,166.949379444122,11.262,1.39999999999998,225,85
-11.6371487081051,253.05,1.39999999999998,2023-03-12T09:56:52Z,166.949433088303,11.252,1.39999999999998,225,85
-11.6370628774166,264.4,1.39999999999998,2023-03-12T09:56:53Z,166.949497461319,11.225,1.39999999999998,225,85
-11.6369770467281,275.67,1.39999999999998,2023-03-12T09:56:54Z,166.949540376663,11.184,1.39999999999998,225,85
-11.6368938982487,286.74,1.19999999999999,2023-03-12T09:56:55Z,166.94960474968,11.134,1.19999999999999,225,85
-11.6368120908737,297.89,1.19999999999999,2023-03-12T09:56:56Z,166.949669122696,11.074,1.19999999999999,225,85
-11.6367302834988,308.82,1.19999999999999,2023-03-12T09:56:57Z,166.949722766876,11.01,1.19999999999999,225,85
-11.6366511583328,319.8,1.19999999999999,2023-03-12T09:56:58Z,166.949776411057,10.941,1.19999999999999,225,85
-11.6365733742714,330.72,1.39999999999998,2023-03-12T09:56:59Z,166.949830055237,10.87,1.39999999999998,225,85
-11.6364969313145,341.59,1.39999999999998,2023-03-12T09:57:00Z,166.949905157089,10.798,1.39999999999998,225,85
-11.6364231705666,352.36,1.39999999999998,2023-03-12T09:57:01Z,166.949969530106,10.726,1.39999999999998,225,85
-11.6363507509232,363.1,1.39999999999998,2023-03-12T09:57:02Z,166.950033903122,10.657,1.39999999999998,225,85
-11.6362823545933,373.71,1.39999999999998,2023-03-12T09:57:03Z,166.950109004974,10.592,1.39999999999998,225,85
-11.6362179815769,384.16,1.39999999999998,2023-03-12T09:57:04Z,166.950173377991,10.532,1.39999999999998,225,85
-11.6361536085606,394.86,1.39999999999998,2023-03-12T09:57:05Z,166.950248479843,10.476,1.39999999999998,225,85
-11.6360945999622,405.16,1.60000000000002,2023-03-12T09:57:06Z,166.950323581696,10.429,1.60000000000002,225,85
-11.6360396146774,415.54,1.60000000000002,2023-03-12T09:57:07Z,166.950398683548,10.389,1.60000000000002,225,85
-11.6359873116016,425.94,1.60000000000002,2023-03-12T09:57:08Z,166.9504737854,10.358,1.60000000000002,225,85
-11.6359403729439,436.35,1.60000000000002,2023-03-12T09:57:09Z,166.950548887253,10.337,1.60000000000002,225,85
-11.6358947753906,446.69,1.60000000000002,2023-03-12T09:57:10Z,166.950645446777,10.321,1.60000000000002,225,85
