position_lat,distance,enhanced_altitude,timestamp,position_long,speed,altitude,power,cadence
-11.6396699845791,15.17,8.80000000000001,2023-03-16T05:37:34Z,166.94794178009,4.879,8.80000000000001,150,85
-11.6396445035934,20.35,8.60000000000002,2023-03-16T05:37:35Z,166.947973966599,5.426,8.60000000000002,150,85
-11.6396176815033,26.03,8.39999999999998,2023-03-16T05:37:36Z,166.948016881943,5.925,8.39999999999998,150,85
-11.6395774483681,34.25,8.19999999999999,2023-03-16T05:37:37Z,166.948081254959,6.543,8.19999999999999,150,85
-11.6395546495914,38.78,8,2023-03-16T05:37:38Z,166.948113441467,6.846,8,150,85
-11.6395184397697,45.91,7.80000000000001,2023-03-16T05:37:39Z,166.948167085648,7.281,7.80000000000001,150,85
-11.639479547739,53.42,7.39999999999998,2023-03-16T05:37:40Z,166.948231458664,7.699,7.39999999999998,150,85
-11.6394366323948,61.29,7.19999999999999,2023-03-16T05:37:41Z,166.948274374008,8.099,7.19999999999999,150,85
-11.639387011528,69.59,7,2023-03-16T05:37:42Z,166.948338747025,8.482,7,150,85
-11.6393306851387,78.23,6.60000000000002,2023-03-16T05:37:43Z,166.948403120041,8.836,6.60000000000002,150,85
-11.6392676532269,87.21,6.39999999999998,2023-03-16T05:37:44Z,166.948446035385,9.153,6.39999999999998,150,85
-11.639199256897,96.49,6,2023-03-16T05:37:45Z,166.948488950729,9.426,6,150,85
-11.6391268372536,106.03,5.80000000000001,2023-03-16T05:37:46Z,166.948531866074,9.658,5.80000000000001,150,85
-11.6390503942966,115.89,5.60000000000002,2023-03-16T05:37:47Z,166.948585510254,9.856,5.60000000000002,150,85
-11.6389739513397,125.76,5.19999999999999,2023-03-16T05:37:48Z,166.948628425598,10.022,5.19999999999999,150,85
-11.6388921439648,135.9,5,2023-03-16T05:37:49Z,166.948671340942,10.168,5,150,85
-11.6388089954853,146.16,4.80000000000001,2023-03-16T05:37:50Z,166.948714256287,10.302,4.80000000000001,150,85
-11.6387231647968,156.43,4.60000000000002,2023-03-16T05:37:51Z,166.948746442795,10.426,4.60000000000002,150,85
-11.6386333107948,167.07,4.39999999999998,2023-03-16T05:37:52Z,166.948800086975,10.542,4.39999999999998,150,85
-11.6385447978973,177.55,4.19999999999999,2023-03-16T05:37:53Z,166.948821544647,10.644,4.19999999999999,150,85
-11.6384522616863,188.27,3.80000000000001,2023-03-16T05:37:54Z,166.948853731155,10.737,3.80000000000001,150,85
-11.6383610665798,199.08,3.60000000000002,2023-03-16T05:37:55Z,166.948885917664,10.82,3.60000000000002,150,85
-11.6382671892643,210.01,3.39999999999998,2023-03-16T05:37:56Z,166.948918104172,10.894,3.39999999999998,150,85
-11.6381759941578,220.79,3.19999999999999,2023-03-16T05:37:57Z,166.94895029068,10.957,3.19999999999999,150,85
-11.6380821168423,231.81,3,2023-03-16T05:37:58Z,166.948993206024,11.012,3,150,85
-11.6379882395267,242.83,2.80000000000001,2023-03-16T05:37:59Z,166.949025392532,11.057,2.80000000000001,150,85
-11.6378943622112,254.03,2.60000000000002,2023-03-16T05:38:00Z,166.949057579041,11.094,2.60000000000002,150,85
-11.6378018260002,265.03,2.39999999999998,2023-03-16T05:38:01Z,166.949100494385,11.12,2.39999999999998,150,85
-11.6377079486847,276.22,2.19999999999999,2023-03-16T05:38:02Z,166.949132680893,11.137,2.19999999999999,150,85
-11.6376167535782,287.28,2,2023-03-16T05:38:03Z,166.949175596237,11.144,2,150,85
-11.6375242173672,298.4,1.80000000000001,2023-03-16T05:38:04Z,166.949218511581,11.14,1.80000000000001,150,85
-11.6374357044697,309.62,1.80000000000001,2023-03-16T05:38:05Z,166.949272155762,11.124,1.80000000000001,150,85
-11.6373471915722,320.68,1.60000000000002,2023-03-16T05:38:06Z,166.949315071106,11.095,1.60000000000002,150,85
-11.6372627019882,331.75,1.60000000000002,2023-03-16T05:38:07Z,166.94935798645,11.05,1.60000000000002,150,85
-11.6371768712997,342.99,1.39999999999998,2023-03-16T05:38:08Z,166.949422359467,10.987,1.39999999999998,150,85
-11.6370937228203,353.83,1.39999999999998,2023-03-16T05:38:09Z,166.949486732483,10.912,1.39999999999998,150,85
-11.6370119154453,364.65,1.39999999999998,2023-03-16T05:38:10Z,166.949529647827,10.825,1.39999999999998,150,85
-11.6369301080704,375.52,1.19999999999999,2023-03-16T05:38:11Z,166.949594020844,10.729,1.19999999999999,150,85
-11.6368509829044,386.08,1.19999999999999,2023-03-16T05:38:12Z,166.949636936188,10.628,1.19999999999999,150,85
-11.6367718577385,396.7,1.19999999999999,2023-03-16T05:38:13Z,166.949690580368,10.522,1.19999999999999,150,85
-11.6366967558861,407.18,1.19999999999999,2023-03-16T05:38:14Z,166.949754953384,10.414,1.19999999999999,150,85
-11.6366216540337,417.51,1.19999999999999,2023-03-16T05:38:15Z,166.949797868729,10.305,1.19999999999999,150,85
-11.6365478932858,427.92,1.39999999999998,2023-03-16T05:38:16Z,166.949862241745,10.194,1.39999999999998,150,85
-11.6364781558514,437.85,1.39999999999998,2023-03-16T05:38:17Z,166.949926614761,10.089,1.39999999999998,150,85
-11.636411100626,447.84,1.39999999999998,2023-03-16T05:38:18Z,166.949990987778,9.986,1.39999999999998,150,85
-11.6363440454006,457.82,1.39999999999998,2023-03-16T05:38:19Z,166.950044631958,9.885,1.39999999999998,150,85
-11.6362810134888,467.66,1.39999999999998,2023-03-16T05:38:20Z,166.950109004974,9.79,1.39999999999998,150,85
-11.6362206637859,477.4,1.39999999999998,2023-03-16T05:38:21Z,166.950184106827,9.7,1.39999999999998,150,85
-11.6361629962921,487.13,1.39999999999998,2023-03-16T05:38:22Z,166.950248479843,9.617,1.39999999999998,150,85
-11.6361080110073,496.75,1.60000000000002,2023-03-16T05:38:23Z,166.950302124023,9.542,1.60000000000002,150,85
-11.6360557079315,506.22,1.60000000000002,2023-03-16T05:38:24Z,166.950377225876,9.477,1.60000000000002,150,85
-11.6360087692738,515.62,1.60000000000002,2023-03-16T05:38:25Z,166.950463056564,9.42,1.60000000000002,150,85
-11.635964512825,524.96,1.60000000000002,2023-03-16T05:38:26Z,166.950516700745,9.374,1.60000000000002,150,85
-11.6359229385853,534.45,1.60000000000002,2023-03-16T05:38:27Z,166.950591802597,9.336,1.60000000000002,150,85
-11.6358840465546,543.81,1.60000000000002,2023-03-16T05:38:28Z,166.950677633286,9.3,1.60000000000002,150,85
-11.6358451545239,553.03,1.60000000000002,2023-03-16T05:38:29Z,166.950752735138,9.267,1.60000000000002,150,85
-11.6358076035976,562.3,1.60000000000002,2023-03-16T05:38:30Z,166.95082783699,9.234,1.60000000000002,150,85
