position_lat,distance,enhanced_altitude,timestamp,position_long,speed,altitude,power,cadence
-11.6369126737118,0.26,1.19999999999999,2023-03-14T12:51:09Z,166.949636936188,0.944,1.19999999999999,150,85
-11.6368979215622,1.95,1.19999999999999,2023-03-14T12:51:10Z,166.949647665024,2.139,1.19999999999999,150,85
-11.6368791460991,4.45,1.19999999999999,2023-03-14T12:51:11Z,166.949647665024,2.831,1.19999999999999,150,85
-11.636855006218,7.53,1.19999999999999,2023-03-14T12:51:12Z,166.949669122696,3.362,1.19999999999999,150,85
-11.6368281841278,11.16,1.19999999999999,2023-03-14T12:51:13Z,166.949679851532,3.813,1.19999999999999,150,85
-11.6367959976196,15.23,1.19999999999999,2023-03-14T12:51:14Z,166.94971203804,4.201,1.19999999999999,150,85
-11.6367624700069,19.56,1.19999999999999,2023-03-14T12:51:15Z,166.949722766876,4.533,1.19999999999999,150,85
-11.6367262601852,24.25,1.19999999999999,2023-03-14T12:51:16Z,166.949754953384,4.83,1.19999999999999,150,85
-11.6366900503635,29.15,1.19999999999999,2023-03-14T12:51:17Z,166.949776411057,5.093,1.19999999999999,150,85
-11.6366524994373,34.4,1.19999999999999,2023-03-14T12:51:18Z,166.949797868729,5.333,1.19999999999999,150,85
-11.6366122663021,39.88,1.39999999999998,2023-03-14T12:51:19Z,166.949830055237,5.55,1.39999999999998,150,85
-11.6365706920624,45.52,1.39999999999998,2023-03-14T12:51:20Z,166.949862241745,5.745,1.39999999999998,150,85
-11.6365304589272,51.3,1.39999999999998,2023-03-14T12:51:21Z,166.949894428253,5.92,1.39999999999998,150,85
-11.6364875435829,57.4,1.39999999999998,2023-03-14T12:51:22Z,166.949926614761,6.085,1.39999999999998,150,85
-11.6364446282387,63.57,1.39999999999998,2023-03-14T12:51:23Z,166.949969530106,6.232,1.39999999999998,150,85
-11.6364017128944,69.8,1.39999999999998,2023-03-14T12:51:24Z,166.950001716614,6.366,1.39999999999998,150,85
-11.6363574564457,76.27,1.39999999999998,2023-03-14T12:51:25Z,166.950044631958,6.492,1.39999999999998,150,85
-11.6363145411015,82.79,1.39999999999998,2023-03-14T12:51:26Z,166.950076818466,6.607,1.39999999999998,150,85
-11.6362716257572,89.52,1.39999999999998,2023-03-14T12:51:27Z,166.95011973381,6.715,1.39999999999998,150,85
-11.636228710413,96.27,1.39999999999998,2023-03-14T12:51:28Z,166.950173377991,6.815,1.39999999999998,150,85
-11.6361871361732,103.13,1.39999999999998,2023-03-14T12:51:29Z,166.950216293335,6.91,1.39999999999998,150,85
-11.6361455619335,110.01,1.60000000000002,2023-03-14T12:51:30Z,166.950259208679,6.999,1.60000000000002,150,85
-11.6361053287983,117.03,1.60000000000002,2023-03-14T12:51:31Z,166.950323581696,7.086,1.60000000000002,150,85
-11.6360650956631,124.17,1.60000000000002,2023-03-14T12:51:32Z,166.95036649704,7.17,1.60000000000002,150,85
-11.6360275447369,131.47,1.60000000000002,2023-03-14T12:51:33Z,166.950430870056,7.255,1.60000000000002,150,85
-11.6359926760197,138.73,1.60000000000002,2023-03-14T12:51:34Z,166.9504737854,7.337,1.60000000000002,150,85
-11.635956466198,146.13,1.60000000000002,2023-03-14T12:51:35Z,166.950538158417,7.42,1.60000000000002,150,85
-11.6359242796898,153.51,1.60000000000002,2023-03-14T12:51:36Z,166.950591802597,7.501,1.60000000000002,150,85
-11.6358907520771,161.16,1.60000000000002,2023-03-14T12:51:37Z,166.950656175613,7.578,1.60000000000002,150,85
-11.6358599066734,168.79,1.60000000000002,2023-03-14T12:51:38Z,166.95072054863,7.649,1.60000000000002,150,85
-11.6358277201653,176.46,1.60000000000002,2023-03-14T12:51:39Z,166.95077419281,7.715,1.60000000000002,150,85
-11.6357968747616,184.15,1.60000000000002,2023-03-14T12:51:40Z,166.950838565826,7.777,1.60000000000002,150,85
-11.6357673704624,192.02,1.60000000000002,2023-03-14T12:51:41Z,166.950902938843,7.835,1.60000000000002,150,85
-11.6357378661633,199.89,1.60000000000002,2023-03-14T12:51:42Z,166.950978040695,7.889,1.60000000000002,150,85
-11.6357097029686,207.83,1.60000000000002,2023-03-14T12:51:43Z,166.951042413712,7.94,1.60000000000002,150,85
-11.6356828808784,215.64,1.60000000000002,2023-03-14T12:51:44Z,166.951096057892,7.987,1.60000000000002,150,85
-11.6356560587883,223.68,1.60000000000002,2023-03-14T12:51:45Z,166.951171159744,8.031,1.60000000000002,150,85
-11.6356305778027,231.74,1.60000000000002,2023-03-14T12:51:46Z,166.951235532761,8.073,1.60000000000002,150,85
-11.6356064379215,239.9,1.60000000000002,2023-03-14T12:51:47Z,166.951310634613,8.112,1.60000000000002,150,85
-11.6355836391449,248.08,1.60000000000002,2023-03-14T12:51:48Z,166.951385736465,8.149,1.60000000000002,150,85
-11.6355635225773,256.19,1.60000000000002,2023-03-14T12:51:49Z,166.951450109482,8.183,1.60000000000002,150,85
-11.6355460882187,264.33,1.60000000000002,2023-03-14T12:51:50Z,166.951525211334,8.215,1.60000000000002,150,85
-11.6355299949646,272.58,1.60000000000002,2023-03-14T12:51:51Z,166.951600313187,8.245,1.60000000000002,150,85
-11.6355165839195,280.78,1.60000000000002,2023-03-14T12:51:52Z,166.951675415039,8.273,1.60000000000002,150,85
-11.635504513979,289.21,1.60000000000002,2023-03-14T12:51:53Z,166.951750516891,8.3,1.60000000000002,150,85
-11.6354964673519,297.45,1.60000000000002,2023-03-14T12:51:54Z,166.95183634758,8.325,1.60000000000002,150,85
-11.6354911029339,305.87,1.60000000000002,2023-03-14T12:51:55Z,166.951911449432,8.349,1.60000000000002,150,85
-11.6354911029339,314.21,1.60000000000002,2023-03-14T12:51:56Z,166.951986551285,8.372,1.60000000000002,150,85
-11.6354924440384,322.59,1.60000000000002,2023-03-14T12:51:57Z,166.952061653137,8.393,1.60000000000002,150,85
-11.6354991495609,330.94,1.60000000000002,2023-03-14T12:51:58Z,166.95213675499,8.413,1.60000000000002,150,85
-11.6355112195015,339.3,1.60000000000002,2023-03-14T12:51:59Z,166.952211856842,8.432,1.60000000000002,150,85
-11.6355273127556,347.83,1.60000000000002,2023-03-14T12:52:00Z,166.952286958694,8.451,1.60000000000002,150,85
-11.6355501115322,356.28,1.60000000000002,2023-03-14T12:52:01Z,166.952351331711,8.469,1.60000000000002,150,85
-11.6355769336224,364.71,1.60000000000002,2023-03-14T12:52:02Z,166.952426433563,8.487,1.60000000000002,150,85
-11.6356131434441,373.3,1.60000000000002,2023-03-14T12:52:03Z,166.952501535416,8.505,1.60000000000002,150,85
-11.6356547176838,381.79,1.60000000000002,2023-03-14T12:52:04Z,166.952565908432,8.525,1.60000000000002,150,85
-11.6357016563416,390.24,1.60000000000002,2023-03-14T12:52:05Z,166.952630281448,8.545,1.60000000000002,150,85
-11.6357526183128,398.92,1.60000000000002,2023-03-14T12:52:06Z,166.952683925629,8.566,1.60000000000002,150,85
-11.6358062624931,407.43,1.60000000000002,2023-03-14T12:52:07Z,166.952748298645,8.586,1.60000000000002,150,85
-11.6358612477779,416,1.60000000000002,2023-03-14T12:52:08Z,166.952791213989,8.606,1.60000000000002,150,85
-11.6359202563763,424.59,1.60000000000002,2023-03-14T12:52:09Z,166.952855587006,8.625,1.60000000000002,150,85
-11.6359792649746,433.28,1.60000000000002,2023-03-14T12:52:10Z,166.95289850235,8.643,1.60000000000002,150,85
-11.6360396146774,441.99,1.60000000000002,2023-03-14T12:52:11Z,166.952941417694,8.66,1.60000000000002,150,85
-11.6361013054848,450.62,1.60000000000002,2023-03-14T12:52:12Z,166.95300579071,8.677,1.60000000000002,150,85
-11.6361643373966,459.37,1.60000000000002,2023-03-14T12:52:13Z,166.953048706055,8.692,1.60000000000002,150,85
-11.6362273693085,467.99,1.60000000000002,2023-03-14T12:52:14Z,166.953102350235,8.706,1.60000000000002,150,85
-11.6362904012203,476.62,1.60000000000002,2023-03-14T12:52:15Z,166.953145265579,8.719,1.60000000000002,150,85
-11.6363534331322,485.43,1.60000000000002,2023-03-14T12:52:16Z,166.953188180923,8.731,1.60000000000002,150,85
-11.6364178061485,494.09,1.60000000000002,2023-03-14T12:52:17Z,166.953231096268,8.742,1.60000000000002,150,85
-11.6364835202694,502.93,1.60000000000002,2023-03-14T12:52:18Z,166.953284740448,8.752,1.60000000000002,150,85
-11.6365478932858,511.7,1.60000000000002,2023-03-14T12:52:19Z,166.953327655792,8.761,1.60000000000002,150,85
-11.6366136074066,520.51,1.60000000000002,2023-03-14T12:52:20Z,166.953370571136,8.769,1.60000000000002,150,85
